intptlat,intptlong,zcta5
36.21537781,-79.48636627,27244
35.78329468,-79.71633148,27248
36.15414047,-79.58238983,27249
35.56661224,-79.34975433,27252
35.96616745,-79.3473587,27253
36.01080322,-79.29119873,27258
35.95446777,-79.98788452,27260
35.96313095,-80.04166412,27262
35.91152191,-79.9367981,27263
36.01230621,-80.03095245,27265
36.0901947,-79.08692932,27278
35.18744278,-79.62511444,27281
35.98895645,-79.92828369,27282
35.95147324,-79.63542175,27283
36.11933136,-80.07733917,27284
36.49764633,-79.75001526,27288
36.41831589,-79.16842651,27291
35.73832321,-80.20755005,27292
35.87176514,-80.31018066,27295
35.88511658,-79.56754303,27298
35.75232315,-80.38614655,27299
36.11351013,-79.66565704,27301
36.14202881,-79.26618195,27302
36.52680588,-79.23375702,27305
35.22522736,-79.98018646,27306
36.17407227,-79.99223328,27310
36.4796524,-79.4725647,27311
35.75640488,-79.20978546,27312
35.93144989,-79.75804901,27313
36.31035995,-79.19625092,27314
36.51018906,-79.40354156,27315
35.69701385,-79.62579346,27316
35.84073639,-79.80249786,27317
36.34164429,-79.65752411,27320
35.46308517,-79.58409119,27325
36.46411514,-79.55684662,27326
35.51440811,-79.19544983,27330
35.38470459,-79.13721466,27332
35.94587326,-79.31716919,27340
35.52375793,-79.69590759,27341
36.50372696,-79.09147644,27343
35.72226334,-79.43369293,27344
35.90131378,-79.4160614,27349
35.80825424,-79.88821411,27350
35.79496765,-79.57400513,27355
35.43686676,-79.80427551,27356
36.26660156,-79.97062683,27357
36.22823334,-79.88005829,27358
35.86058044,-80.09928894,27360
35.8092804,-79.97802734,27370
35.40685654,-79.96814728,27371
35.23916626,-79.53505707,27376
36.04269791,-79.60868835,27377
36.37409973,-79.3345108,27379
36.0691452,-79.76515961,27401
36.06597137,-79.8243866,27403
36.11538315,-79.73464203,27405
36.00045395,-79.7639389,27406
36.00859833,-79.87815857,27407
36.10366821,-79.81371307,27408
36.10372925,-79.93982697,27409
36.11752319,-79.89424133,27410
36.18742752,-79.81743622,27455
35.48493958,-78.68457031,27501
35.7153244,-78.9210968,27502
36.15294647,-78.88448334,27503
35.40031052,-78.51828003,27504
35.42347336,-79.00102997,27505
36.51354218,-78.56949615,27507
35.95687485,-78.24814606,27508
36.1186409,-78.78099823,27509
35.91578293,-79.08260345,27510
35.76341248,-78.78852844,27511
35.80210114,-78.80271912,27513
35.96673965,-79.04941559,27514
35.90619659,-79.15485382,27516
35.85046768,-79.02312469,27517
35.73114014,-78.77320862,27518
35.80870056,-78.88311768,27519
35.61972427,-78.47702026,27520
35.41212082,-78.65586853,27521
36.10561752,-78.67520142,27522
35.77361679,-78.95692444,27523
35.39456177,-78.38759613,27524
36.13608932,-78.45809937,27525
35.54385757,-78.82978058,27526
35.65394974,-78.38171387,27527
35.65580368,-78.58649445,27529
35.38117218,-78.06251526,27530
35.34299469,-77.96440887,27531
35.36927414,-77.88687134,27534
36.32673264,-78.40912628,27536
36.37179947,-78.39788055,27537
35.67653656,-78.81344604,27539
35.62198257,-78.86309052,27540
36.26486206,-79.08321381,27541
35.61829376,-78.13684082,27542
36.19972992,-78.44655609,27544
35.78371811,-78.47824097,27545
35.38531876,-78.86210632,27546
36.10166168,-78.23223114,27549
36.43284225,-78.0501709,27551
36.48649979,-78.30279541,27553
35.56268311,-78.20413208,27555
36.40831757,-78.31483459,27556
35.77913666,-78.19850922,27557
35.62821198,-79.10282135,27559
35.85789108,-78.82769775,27560
35.64043045,-78.99002075,27562
36.41571045,-78.22938538,27563
36.36165237,-78.64894867,27565
35.51012421,-78.24510193,27568
35.4290657,-78.18274689,27569
35.91949081,-78.45803833,27571
36.25510788,-78.87749481,27572
36.39659882,-78.97609711,27573
36.47835922,-78.86491394,27574
35.57752228,-78.26131439,27576
35.48963928,-78.33289337,27577
36.19960785,-78.72898865,27581
36.4673233,-78.57659149,27582
36.29295731,-78.93536377,27583
35.98138046,-78.55758667,27587
36.32254028,-78.13348389,27589
35.78416824,-78.38898468,27591
35.55738068,-78.67227173,27592
35.99990082,-78.43508911,27596
35.84101486,-78.30268097,27597
35.77363205,-78.63446045,27601
35.66441727,-78.65274811,27603
35.82278824,-78.56164551,27604
35.79061127,-78.65459442,27605
35.74232483,-78.71547699,27606
35.81310654,-78.72117615,27607
35.8090477,-78.64722443,27608
35.84376526,-78.6336441,27609
35.74440002,-78.54627991,27610
35.85575485,-78.70703888,27612
35.92610168,-78.71141052,27613
35.94593048,-78.61949158,27614
35.89849854,-78.63548279,27615
35.86651611,-78.54130554,27616
35.90787506,-78.77295685,27617
35.99924088,-78.89794159,27701
35.9592514,-78.80682373,27703
36.04244614,-78.8287735,27704
36.02213669,-78.97566223,27705
35.95452499,-78.95331573,27707
35.9243927,-78.83276367,27709
36.09547424,-78.90408325,27712
35.8950386,-78.9237442,27713
35.91344452,-77.72570038,27801
35.90304947,-77.85617065,27803
35.98917007,-77.8427124,27804
36.20774841,-77.08426666,27805
35.30500031,-76.75606537,27806
35.80451584,-78.09553528,27807
35.46709061,-76.75975037,27808
36.01677704,-77.74162292,27809
35.53181076,-76.52539825,27810
35.81560898,-77.36925507,27812
35.63470078,-77.93771362,27813
35.39866257,-76.91880798,27814
36.10028839,-78.0643692,27816
35.44798279,-77.0719986,27817
36.49972534,-77.01850128,27818
35.81600571,-77.45494843,27819
36.42151642,-77.24156952,27820
35.32206726,-76.87408447,27821
35.80701065,-77.8404541,27822
36.20965195,-77.71372986,27823
35.5132103,-76.03717041,27824
35.83280563,-77.17442322,27825
35.59547806,-76.20624542,27826
35.6966362,-77.513237,27827
35.58515167,-77.57719421,27828
35.68389893,-77.62635803,27829
35.56416702,-77.95030975,27830
36.46308517,-77.57055664,27831
36.51980972,-77.74012756,27832
35.65729523,-77.37918854,27834
35.51386642,-77.20459747,27837
36.28491211,-77.55687714,27839
35.9826889,-77.21459961,27840
35.90850067,-77.27632141,27841
36.52674866,-77.85198975,27842
35.99553299,-77.40000153,27843
36.24949646,-77.94315338,27844
36.37126541,-77.43998718,27845
35.75856781,-76.8975296,27846
36.18317032,-77.19467163,27847
36.07730484,-77.21502686,27849
36.41239166,-77.88018799,27850
35.64008331,-78.0306778,27851
35.75045776,-77.63693237,27852
36.50857925,-77.28562927,27853
36.41555786,-77.06933594,27855
36.0136795,-77.98057556,27856
35.97279358,-77.28625488,27857
35.53174973,-77.28388977,27858
35.65006256,-76.67619324,27860
35.81487656,-77.32011414,27861
36.49017334,-77.18829346,27862
35.48814392,-77.97173309,27863
35.80703354,-77.65137482,27864
35.65623856,-76.85160828,27865
36.51987076,-77.51456451,27866
36.2671051,-77.31343079,27869
36.41893387,-77.71575928,27870
35.80207062,-77.26056671,27871
36.19275665,-77.2538681,27872
35.65359116,-77.77523041,27873
36.13010788,-77.39322662,27874
35.45570755,-76.50466919,27875
36.47199631,-77.39133453,27876
35.86687851,-77.83493042,27878
35.57439041,-77.27948761,27879
35.73073578,-78.08058929,27880
35.97841263,-77.43656921,27881
35.94165421,-78.11560059,27882
35.60053635,-77.80369568,27883
35.70352173,-77.26663208,27884
35.38641357,-76.28585815,27885
35.90453339,-77.51165771,27886
35.58927536,-77.71595001,27888
35.59137344,-77.00369263,27889
36.41418076,-77.58774567,27890
36.09773636,-77.74279022,27891
35.81232071,-77.05162811,27892
35.68894958,-77.89667511,27893
35.79076767,-77.97673035,27896
36.32499695,-77.21070862,27897
36.28860474,-76.26873779,27909
36.29006577,-76.99318695,27910
35.40617752,-75.49198914,27915
36.32201385,-75.91513062,27916
36.3551445,-75.9974823,27917
36.30817032,-76.50428009,27919
35.25951767,-75.55326843,27920
36.35206223,-76.18792725,27921
36.31675339,-76.84220886,27922
36.39624405,-75.9311142,27923
36.16844559,-76.83251953,27924
35.85614014,-76.19384003,27925
36.50511551,-76.60492706,27926
36.34131622,-75.85256195,27927
35.82453918,-76.43865967,27928
36.43313217,-75.98822021,27929
36.1007843,-76.61081696,27932
36.43107986,-76.8680954,27935
35.23942184,-75.56458282,27936
36.5043335,-76.7807312,27937
36.38429642,-76.71600342,27938
36.23839951,-75.84307861,27939
36.10252762,-75.81689453,27941
36.29735947,-76.75067139,27942
35.2244339,-75.67890167,27943
36.1734314,-76.42126465,27944
36.36343384,-76.60153961,27946
36.21696091,-75.89157867,27947
36.01922989,-75.69216919,27948
36.10889053,-75.76055145,27949
36.50967789,-75.99635315,27950
35.77998352,-75.88136292,27953
35.91012192,-75.67787933,27954
36.401577,-76.00072479,27956
36.06629562,-76.75905609,27957
36.48429871,-76.13835144,27958
35.88694382,-75.60639954,27959
35.07323074,-75.99852753,27960
35.79046249,-76.74474335,27962
36.08304596,-75.80621338,27964
36.29240036,-75.93087006,27965
36.14975739,-75.80227661,27966
36.22949982,-76.90491486,27967
35.73241806,-75.50991058,27968
35.83913803,-76.65040588,27970
35.55245972,-75.47129822,27972
36.37120819,-76.05551147,27973
36.24302292,-75.98950195,27974
36.50517273,-76.39437866,27976
35.72740555,-75.73987579,27978
36.43676758,-76.56067657,27979
36.24532318,-76.61938477,27980
35.85285568,-75.63742065,27981
35.5658989,-75.46548462,27982
35.97045898,-76.92186737,27983
36.21160126,-76.45667267,27985
36.38898087,-76.91833496,27986
35.33855057,-80.20817566,28001
35.41044235,-81.09225464,28006
35.10459137,-80.10990906,28007
35.40784454,-80.10719299,28009
35.21150589,-81.03786469,28012
35.31493378,-81.28329468,28016
35.24708176,-81.67068481,28017
35.4857254,-81.79039764,28018
35.27670288,-81.78770447,28019
35.52499008,-81.64131927,28020
35.40077209,-81.4033432,28021
35.56771469,-80.60225677,28023
35.38256454,-80.52344513,28025
35.40703964,-80.68587494,28027
35.46992111,-80.89535522,28031
35.23303223,-81.07951355,28032
35.41926956,-81.3282547,28033
35.3536644,-81.17893982,28034
35.48054886,-80.7925415,28036
35.49548721,-81.01848602,28037
35.67883682,-80.43742371,28039
35.38919449,-81.75813293,28040
35.30624008,-81.87259674,28043
35.21465683,-81.23323059,28052
35.26287842,-81.14907837,28054
35.2169342,-81.125,28056
35.51763153,-80.31629181,28071
35.61407089,-80.44520569,28072
35.19857407,-81.48377991,28073
35.30270004,-80.6398468,28075
35.25915527,-81.78861237,28076
35.40480042,-81.20276642,28077
35.40528488,-80.8640213,28078
35.11471176,-80.60042572,28079
35.45674515,-81.10568237,28080
35.50281525,-80.67017365,28081
35.48960114,-80.58066559,28083
35.24424362,-81.37783051,28086
35.54427719,-80.61464691,28088
35.31823349,-81.65957642,28089
35.45465851,-81.55955505,28090
34.98739243,-79.93299866,28091
35.48575974,-81.25455475,28092
35.29668427,-80.39305878,28097
35.27113342,-81.1007843,28098
35.2580986,-81.07806396,28101
34.81843948,-79.97226715,28102
34.99893188,-80.35131073,28103
35.06056976,-80.69283295,28104
35.11543274,-80.71350098,28105
35.25296402,-80.51803589,28107
34.93478775,-80.68114471,28108
35.49695587,-80.28856659,28109
35.06604385,-80.50908661,28110
34.8899231,-80.54954529,28112
35.23044205,-81.74770355,28114
35.58496857,-80.77236938,28115
35.56569672,-80.89833832,28117
34.85107803,-80.01698303,28119
35.32868576,-81.02638245,28120
35.39973831,-80.40863037,28124
35.65902328,-80.69861603,28125
35.4743042,-80.19058228,28127
35.21069717,-80.15452576,28128
35.23159409,-80.3271637,28129
34.84492493,-80.26567841,28133
35.08533478,-80.89338684,28134
35.02975845,-80.21727753,28135
35.56311035,-80.23638916,28137
35.51444244,-80.43735504,28138
35.34836197,-81.99473572,28139
35.70668411,-80.46479034,28144
35.61924362,-80.39334869,28146
35.68106079,-80.5630188,28147
35.34270477,-81.57624817,28150
35.24272156,-81.59941101,28152
35.69475174,-80.43186951,28159
35.36100769,-81.92233276,28160
35.20742035,-80.42853546,28163
35.38944244,-81.03713226,28164
35.68034363,-80.86817932,28166
35.50675201,-81.96728516,28167
35.55236053,-81.42507172,28168
35.35847092,-81.42939758,28169
34.99871445,-80.0987854,28170
34.91615677,-80.73141479,28173
34.9690361,-80.43958282,28174
35.22727203,-80.8441925,28202
35.20818329,-80.85910797,28203
35.21461868,-80.82701111,28204
35.21878815,-80.78959656,28205
35.2561264,-80.82099915,28206
35.19414902,-80.82458496,28207
35.23046494,-80.90724182,28208
35.17871475,-80.85398865,28209
35.13050842,-80.85668182,28210
35.16634369,-80.79728699,28211
35.18770218,-80.74455261,28212
35.28597641,-80.73439789,28213
35.2752533,-80.96814728,28214
35.24497986,-80.69347382,28215
35.31210327,-80.88871002,28216
35.16874313,-80.90836334,28217
35.10269547,-80.8221283,28226
35.18956757,-80.64540863,28227
35.22460556,-80.84309387,28244
35.32204437,-80.73999023,28262
35.33731461,-80.80347443,28269
35.11203384,-80.76460266,28270
35.12735748,-80.94684601,28273
35.05287552,-80.81755066,28277
35.13306427,-81.00930023,28278
35.22633362,-80.84309387,28280
35.22481537,-80.84527588,28282
35.07479858,-78.88425446,28301
35.08563232,-78.95935822,28303
35.02552795,-78.98960114,28304
35.05260849,-78.90724182,28305
34.95849609,-78.89685059,28306
35.13855743,-78.98188782,28307
35.17155075,-79.01708221,28308
35.16318893,-79.03796387,28310
35.16777039,-78.88869476,28311
34.94775391,-78.73813629,28312
35.05298615,-79.02944946,28314
35.11730576,-79.43153381,28315
35.01987457,-78.61357117,28318
34.55812073,-78.77271271,28320
35.31479263,-78.83437347,28323
35.15392303,-78.10414124,28325
35.26904297,-79.1546936,28326
35.35461426,-79.41649628,28327
35.00350189,-78.33792114,28328
34.90959549,-79.82198334,28330
34.65904999,-78.73790741,28332
35.28613281,-78.01737213,28333
35.27220917,-78.5681076,28334
34.65704727,-78.56156158,28337
35.10751343,-79.75964355,28338
35.31053925,-78.73274994,28339
34.47135544,-79.1344223,28340
35.11987686,-78.17443848,28341
35.19118118,-78.65126038,28342
34.75736237,-79.56487274,28343
35.16049957,-78.62457275,28344
34.87028885,-79.66564178,28345
35.0622673,-79.63166046,28347
34.91497421,-78.92701721,28348
34.98115921,-77.92705536,28349
35.24316025,-79.31401825,28350
34.84827042,-79.5638504,28351
34.76784134,-79.45172882,28352
35.23701859,-78.79039764,28356
34.90208054,-79.08299255,28357
34.60785675,-78.93476868,28358
34.67032623,-79.07494354,28360
34.9607811,-79.55466461,28363
34.7079277,-79.32267761,28364
35.17232895,-78.05228424,28365
35.23022842,-78.36201477,28366
35.17269135,-79.72525024,28367
34.42337418,-79.02941895,28369
34.9031601,-78.97955322,28371
34.69687271,-79.17761993,28372
35.09347153,-79.4855957,28373
35.19745255,-79.46295929,28374
34.47574234,-79.03855133,28375
34.99240875,-79.24264526,28376
34.82688904,-79.21323395,28377
34.93086624,-79.78003693,28379
34.97133636,-78.51773071,28382
34.57697296,-79.26269531,28383
34.79693604,-78.96099854,28384
35.05000687,-78.47722626,28385
34.85361862,-79.12961578,28386
35.17912292,-79.37641144,28387
35.21963882,-78.95581055,28390
35.02162933,-78.69879913,28391
34.73532867,-78.80095673,28392
34.98108673,-78.18948364,28393
35.21745682,-79.241539,28394
35.13851166,-78.74136353,28395
34.91416168,-79.39748383,28396
34.98977661,-78.06414795,28398
34.78452301,-78.70901489,28399
34.27214432,-77.96202087,28401
34.22169113,-77.88063049,28403
34.26318359,-77.86637878,28405
34.15512085,-77.86215973,28409
34.3018074,-77.79309082,28411
34.14375687,-77.92815399,28412
34.07367706,-78.48384857,28420
34.50512314,-78.16704559,28421
34.026371,-78.1893158,28422
34.31390381,-78.38889313,28423
34.29028702,-78.69968414,28424
34.56205368,-77.89627838,28425
34.04685593,-77.9096756,28428
34.34120941,-77.90021515,28429
34.30343628,-78.94536591,28430
34.31431961,-78.83950043,28431
34.1680336,-78.75871277,28432
34.48850632,-78.61667633,28433
34.46832657,-78.46548462,28434
34.40595627,-78.10923004,28435
34.27510071,-78.26721191,28436
34.40948486,-78.91884613,28438
34.28681564,-79.00138092,28439
34.81145859,-78.42741394,28441
34.28292465,-78.61342621,28442
34.44503784,-77.67571259,28443
34.68831253,-78.31995392,28444
34.48396683,-77.55632019,28445
34.6222496,-78.27732849,28447
34.52015686,-78.36317444,28448
33.97880936,-77.93374634,28449
34.32441711,-78.51526642,28450
34.2341423,-78.09445953,28451
33.99160385,-78.54956818,28452
34.88644028,-78.0762558,28453
34.67828751,-77.65091705,28454
34.11165619,-78.63179779,28455
34.3749733,-78.28720093,28456
34.44959641,-77.88663483,28457
34.81477737,-78.09078979,28458
34.54129791,-77.41823578,28460
33.96731949,-78.05874634,28461
34.02648926,-78.28965759,28462
34.1097641,-78.77646637,28463
34.78224182,-78.02108765,28464
33.91231537,-78.10254669,28465
34.74076843,-77.8757019,28466
33.91801071,-78.59196472,28467
33.89965057,-78.51921082,28468
33.92642975,-78.46681976,28469
33.96418381,-78.40354919,28470
34.29904938,-78.69116974,28472
34.64284134,-78.04203796,28478
34.10068893,-78.01651001,28479
34.22573471,-77.79733276,28480
35.2424202,-77.51412201,28501
35.2245636,-77.63486481,28504
35.0996666,-77.82479095,28508
34.98761368,-76.80445862,28510
34.90111542,-76.34576416,28511
34.71215057,-76.79341888,28512
35.44152832,-77.3888855,28513
35.18406677,-76.6993866,28515
34.90512466,-76.55283356,28516
34.89482117,-77.74748993,28518
35.11972427,-77.02697754,28519
34.99420929,-76.32330322,28520
34.81790161,-77.73661804,28521
35.21135712,-77.2845993,28523
34.79093933,-76.46856689,28524
35.13228989,-77.6866684,28525
35.26123047,-77.37193298,28526
35.25946426,-77.03044128,28527
34.73205948,-76.53866577,28528
35.07052612,-76.85475922,28529
35.3747673,-77.41529846,28530
34.69804001,-76.55556488,28531
34.89601135,-76.89078522,28532
34.90287018,-76.901474,28533
35.23768234,-76.52581024,28537
35.41664505,-77.56507874,28538
34.69423294,-77.20296478,28539
34.75498199,-77.50379181,28540
34.73605728,-77.37561798,28543
34.71809006,-77.30867004,28544
34.79915619,-77.35616302,28546
34.66902542,-77.36696625,28547
35.32132339,-77.78085327,28551
35.30379486,-76.55580139,28552
34.729599,-76.51237488,28553
35.47848129,-77.58612061,28554
34.86330795,-77.22179413,28555
35.11400223,-76.62557983,28556
34.73896027,-76.74922943,28557
35.12669373,-76.97763062,28560
35.07987976,-77.12589264,28562
34.78148651,-76.85749817,28570
35.07077408,-76.6892395,28571
35.02789688,-77.73641968,28572
34.98480606,-77.14825439,28573
34.87892914,-77.58958435,28574
34.70795822,-76.88356781,28575
34.86483765,-76.3731842,28577
35.19695282,-77.85697174,28578
34.75909805,-76.51029205,28579
35.45327377,-77.67953491,28580
34.84425735,-76.4355545,28581
34.74828339,-77.15045929,28582
35.1387558,-76.74154663,28583
34.73676682,-77.07762146,28584
35.07692337,-77.41240692,28585
35.31355667,-77.16749573,28586
35.19272995,-76.66165924,28587
34.81285858,-76.50505829,28589
35.52068329,-77.41666412,28590
34.68990326,-76.96968842,28594
35.77239227,-81.32666016,28601
35.66988754,-81.38920593,28602
36.18029022,-81.85912323,28604
36.12963867,-81.69493103,28605
36.05348587,-81.32217407,28606
36.21800613,-81.65213776,28607
35.67169189,-81.05560303,28609
35.73032379,-81.13530731,28610
36.01097107,-81.73523712,28611
35.65039063,-81.53755951,28612
35.73768616,-81.20767975,28613
36.4586792,-81.66062164,28615
36.02307129,-81.9201889,28616
36.48070145,-81.36197662,28617
36.20816422,-81.51676941,28618
35.75860214,-81.60249329,28619
36.27565002,-80.91462708,28621
36.19266891,-81.94734955,28622
36.52882767,-80.97370148,28623
36.12835693,-81.41177368,28624
35.86956787,-80.88964081,28625
36.29257584,-81.51763153,28626
36.45555496,-81.00444031,28627
35.7263298,-81.78511047,28628
36.34653473,-81.36873627,28629
35.83197784,-81.42017365,28630
36.54747772,-81.41035461,28631
35.97280121,-80.75717163,28634
36.30546188,-81.12604523,28635
35.93942642,-81.06343079,28636
35.71800232,-81.4193573,28637
35.84509277,-81.47793579,28638
36.40487289,-81.3993988,28640
36.21839905,-80.8203125,28642
36.52906036,-81.5408783,28643
36.42615891,-81.2778244,28644
35.97884369,-81.5478363,28645
36.07332993,-81.84709167,28646
35.93802261,-81.97306061,28647
36.33599091,-81.21206665,28649
35.57142639,-81.15838623,28650
36.30621338,-81.30878448,28651
36.10003281,-81.98716736,28652
36.05851746,-81.15930176,28654
35.76326752,-81.74986267,28655
36.02199173,-81.94242859,28657
35.63761902,-81.23583984,28658
36.21595764,-81.14817047,28659
35.96861649,-80.85624695,28660
36.02151489,-81.89912415,28662
36.5320282,-81.3094101,28663
36.20971298,-81.3751297,28665
35.72526932,-81.47066498,28666
35.77149582,-81.42620087,28667
36.4070549,-80.99048615,28668
36.22344589,-80.98981476,28669
36.19430923,-80.91249084,28670
35.75267029,-81.5279007,28671
36.48337936,-81.32667542,28672
35.61771774,-80.99875641,28673
36.50316238,-81.13503265,28675
36.33185959,-80.85533905,28676
35.73809814,-80.92608643,28677
35.82172012,-81.06084442,28678
36.2612114,-81.82837677,28679
35.9226799,-81.22306061,28681
35.58825302,-80.96515656,28682
36.39043808,-80.91101074,28683
36.33444977,-81.60677338,28684
36.36079025,-81.05982971,28685
36.03655624,-80.94089508,28689
35.73273468,-81.57422638,28690
36.26753616,-81.80848694,28692
36.47177124,-81.55900574,28693
36.36633682,-81.46801758,28694
36.1340065,-81.16571808,28697
36.34089279,-81.73628235,28698
35.7050972,-82.63646698,28701
35.4056015,-83.60523987,28702
35.45846558,-82.58158112,28704
36.03269196,-82.15623474,28705
35.39738846,-83.06580353,28707
35.2714119,-82.86270142,28708
35.77162552,-82.38182068,28709
35.60526657,-82.29184723,28711
35.17330933,-82.77082825,28712
35.37349319,-83.49598694,28713
35.88945389,-82.3041153,28714
35.51196671,-82.71170044,28715
35.43933105,-82.84794617,28716
35.04946136,-83.09336853,28717
35.15917206,-82.63493347,28718
35.51788712,-83.33418274,28719
35.45105743,-82.25351715,28720
35.66267014,-82.95849609,28721
35.20846176,-82.06101227,28722
35.31420517,-83.02613068,28723
35.36664581,-83.25508118,28725
35.28099823,-82.41655731,28726
35.32039642,-82.60062408,28729
35.51742172,-82.37804413,28730
35.28803635,-82.39466858,28731
35.45174789,-82.44573975,28732
35.42885971,-83.81417084,28733
35.18907928,-83.41226196,28734
35.47570419,-82.35042572,28735
35.17565918,-83.08646393,28736
35.25611115,-82.5437088,28739
36.09128571,-82.27297974,28740
35.05591965,-83.21117401,28741
35.38264465,-82.65065002,28742
35.80036163,-82.88114166,28743
35.52528381,-82.9720459,28745
35.47719574,-82.16170502,28746
35.15518188,-82.92266083,28747
35.64958954,-82.75772858,28748
35.84063721,-82.09873962,28749
35.5050087,-83.12070465,28751
35.70959854,-82.03557587,28752
35.86407852,-82.71273041,28753
35.87553406,-82.51566315,28754
35.3519249,-82.18627167,28756
35.64974594,-82.30856323,28757
35.38144684,-82.58859253,28759
35.69031525,-81.90684509,28761
35.62678909,-82.23158264,28762
35.02859497,-83.46661377,28763
35.25104141,-82.6198349,28766
35.32420349,-82.70674896,28768
35.3470192,-83.84281158,28771
35.11696625,-82.8272171,28772
35.26544571,-82.30970001,28773
35.09344482,-82.99485779,28774
35.02133179,-83.32183075,28775
35.90443039,-82.06853485,28777
35.62887955,-82.4054718,28778
35.35700226,-83.21593475,28779
35.22405624,-83.63548279,28781
35.23402405,-82.14904022,28782
35.26214218,-83.01041412,28783
35.65327072,-83.13963318,28785
35.46200562,-82.98906708,28786
35.7412529,-82.51557922,28787
35.40705872,-83.31678009,28789
35.20048141,-82.52477264,28790
35.3561058,-82.50817871,28791
35.38300705,-82.36990356,28792
35.59434891,-82.55791473,28801
35.53170395,-82.52301788,28803
35.64845276,-82.56380463,28804
35.63375473,-82.48317719,28805
35.57197189,-82.61473083,28806
35.19809341,-83.81035614,28901
35.02294922,-83.95829773,28902
35.06863022,-83.7335968,28904
35.16395187,-83.94007874,28905
35.1001358,-84.13859558,28906
35.0016098,-83.90475464,28909
33.78664398,-80.17406464,29001
33.24122238,-81.02381134,29003
33.86910248,-81.5510788,29006
34.45529938,-80.37615204,29009
34.22309113,-80.27265167,29010
34.52338028,-81.11450958,29014
34.43744278,-81.3301239,29015
34.20251083,-80.99700165,29016
33.34879684,-80.63917542,29018
34.31434631,-80.57371521,29020
33.57631302,-80.64757538,29030
34.54807663,-81.49259949,29031
34.34511566,-80.44502258,29032
33.9561882,-81.05748749,29033
34.13400269,-81.33991241,29036
34.18993378,-81.86769104,29037
33.37264252,-80.98150635,29038
33.4224205,-80.9150238,29039
34.06879425,-80.44047546,29040
33.29767227,-81.15869904,29042
33.92570877,-80.69520569,29044
34.18507767,-80.80498505,29045
34.10232925,-80.15363312,29046
33.53272247,-80.58580017,29047
33.39056015,-80.29528046,29048
33.86162567,-80.12783051,29051
33.79830933,-80.74129486,29052
33.82754135,-81.09089661,29053
33.94195175,-81.38307953,29054
34.57424545,-80.91486359,29055
33.60863876,-80.00598907,29056
34.55428314,-80.74968719,29058
33.33002853,-80.41851044,29059
33.89749146,-80.8506012,29061
34.00428772,-80.60552216,29062
34.14213181,-81.20618439,29063
34.28514099,-81.29658508,29065
34.54416656,-80.53709412,29067
34.18011856,-80.09464264,29069
33.91666794,-81.44923401,29070
34.00213623,-81.27282715,29072
33.88874054,-81.23880005,29073
34.44112778,-80.81840515,29074
34.21813583,-81.29907227,29075
34.18218231,-80.70882416,29078
34.2865181,-80.11371613,29079
34.01216507,-80.08557892,29080
33.08908081,-81.04737091,29081
33.03821564,-80.93914032,29082
34.46014023,-80.24713135,29101
33.64198303,-80.18848419,29102
34.00102615,-80.21343994,29104
33.80639648,-81.59358215,29105
33.5298233,-81.12432861,29107
34.30552292,-81.62734222,29108
33.78903961,-80.00637054,29111
33.62534332,-81.08158875,29112
33.43245316,-81.13532257,29113
33.95429993,-79.93228149,29114
33.47738647,-80.84914398,29115
33.4982605,-80.84883118,29117
33.56939316,-80.88855743,29118
34.23880768,-81.32833099,29122
33.76465225,-81.27145386,29123
33.70275879,-80.46231079,29125
34.32893372,-81.41947937,29126
34.15325165,-81.51246643,29127
34.09505463,-80.52618408,29128
33.78928757,-81.67271423,29129
34.33160782,-80.88040924,29130
33.35890961,-80.80312347,29133
33.70121765,-80.75717163,29135
33.59619141,-81.32141876,29137
34.04239273,-81.77615356,29138
33.46347809,-80.52452087,29142
34.2287178,-81.7661972,29145
33.50824738,-81.29541016,29146
34.09176636,-80.9664917,29147
33.53419876,-80.33745575,29148
33.87477493,-80.35407257,29150
33.97229385,-80.46581268,29152
33.95924759,-80.30838013,29153
33.87926102,-80.44041443,29154
33.74688721,-81.03551483,29160
34.10364914,-79.94342804,29161
33.88588715,-80.0140152,29162
33.42958832,-80.43990326,29163
33.6621666,-81.41647339,29164
33.90180588,-81.70573425,29166
33.84844971,-80.54076385,29168
33.99750137,-81.09740448,29169
33.93767548,-81.14720154,29170
33.91241837,-81.07698059,29172
34.44384766,-80.59835815,29175
34.49335861,-81.60673523,29178
34.36646652,-81.09368134,29180
33.98248291,-81.02809906,29201
33.99355698,-81.03099823,29202
34.10172272,-81.04208374,29203
34.0291481,-81.00252533,29204
33.9900589,-80.99724579,29205
34.02641678,-80.958992,29206
34.04244614,-80.84598541,29207
33.99813461,-81.02815247,29208
33.92675018,-80.95036316,29209
34.04616165,-81.10658264,29210
34.07627487,-81.19877625,29212
34.09263229,-80.91927338,29223
33.99617767,-81.02502441,29225
34.13952637,-80.88820648,29229
34.93402863,-82.01069641,29301
34.88444519,-81.84359741,29302
34.99496078,-81.96385956,29303
34.89263153,-81.92150116,29306
34.98271561,-81.83155823,29307
35.04304504,-81.97510529,29316
34.95840073,-81.99367523,29320
34.71465683,-81.74106598,29321
35.12104034,-82.13223267,29322
35.12634277,-81.90746307,29323
34.98368454,-81.82663727,29324
34.4651413,-81.84981537,29325
34.99451065,-81.83599854,29329
35.05263519,-81.80415344,29330
34.6518364,-81.84408569,29331
34.27867508,-81.97036743,29332
